Publication	Sample-type	Sample-ID	Group-ID	Sample	Lat(DD)	Long(DD)	Elev(masl)	Thickn(cm)	Density(g/cm3)	Shield	10Be-conc(at/g)	10Be-unc(at/g)	10Be-std	26Al-conc(at/g)	26Al-unc(at/g)	26Al-std	Sampl-year	Publ-10-age(yr)	Publ-10-unc(yr)	Publ-26-age(yr)	Publ-26-unc(yr)	10Be-age(yr)	10-ext-unc(yr)	10-int-unc(yr)	26Al-age(yr)	26-ext-unc(yr)	26-int-unc(yr)	Extra-publ
Menounos et al. (2017)	boulder	Meno2017-31	Meno2017-K	12-vc01	60.18037	-135.61298	1600	3	2.7	0.9815	211327	6570	07KNSTD	0	0	0	2012	12388	387	-	-	12076	768	377	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-32	Meno2017-K	12-vc02	60.18032	-135.61308	1600	3	2.7	0.9815	214717	6746	07KNSTD	0	0	0	2012	12624	398	-	-	12271	783	387	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-33	Meno2017-K	12-vc03	60.18032	-135.61308	1600	3	2.7	0.9846	203405	5879	07KNSTD	0	0	0	2012	11878	345	-	-	11584	725	336	-	-	-	-
Menounos et al. (2017)	bedrock	Meno2017-34	Meno2017-L	12-go01	59.82898	-136.02410	1159	3	2.7	0.9969	131297	6705	07KNSTD	0	0	0	2012	10954	563	-	-	10692	807	547	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-35	Meno2017-M	13-NA01	61.72886	-127.31375	1559	2	2.7	0.9944	233722	8072	07KNSTD	0	0	0	2013	13995	484	-	-	13592	889	471	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-36	Meno2017-M	13-NA02	61.72822	-127.31502	1560	2	2.7	0.9960	226869	5910	07KNSTD	0	0	0	2013	13540	354	-	-	13158	807	344	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-37	Meno2017-M	13-NA03	61.72833	-127.31513	1569	2	2.7	0.9961	225508	6928	07KNSTD	0	0	0	2013	13378	412	-	-	12979	823	400	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-38	Meno2017-M	13-NA04	61.72714	-127.31515	1546	2	2.7	0.9945	235188	5926	07KNSTD	0	0	0	2013	14206	360	-	-	13826	843	350	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-39	Meno2017-N	13-NA05	61.80866	-127.25057	1717	2	2.7	0.9957	881127	14711	07KNSTD	0	0	0	2013	46801	790	-	-	45454	2655	768	-	-	-	-
Menounos et al. (2017)	boulder	Meno2017-40	Meno2017-N	13-NA06	61.80912	-127.24936	1722	2	2.7	0.9982	657452	11761	07KNSTD	0	0	0	2013	34602	626	-	-	33576	1967	606	-	-	-	-
